dataset,category,image_path,canonical_image_path,true_defect_type,pred_defect_type,top2_defect_types,top1_correct,top2_correct,defect_family,object_type,material_or_surface,candidate_bbox,candidate_anomaly_score,candidate_gt_iou,candidate_gt_f1,visual_evidence,visual_attributes,manufacturing_processes,possible_causes,inspection_focus,clip_confidence_margin,explanation
MVTecAD,grid,datasets/MVTecAD/grid/test/bent/010.png,datasets/MVTecAD/grid/test/bent/010.png,bent,thread,thread|metal_contamination,False,False,deformation,regular texture surface,grid-like patterned surface,"(68, 76)-(101, 117)","mean=0.8996, max=1.0000",0.3166,0.480936,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",9.66489315032959e-05,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (68, 76)-(101, 117), with area 1082. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/bent/011.png,datasets/MVTecAD/grid/test/bent/011.png,bent,thread,thread|glue,False,False,deformation,regular texture surface,grid-like patterned surface,"(128, 38)-(153, 66)","mean=0.8962, max=1.0000",0.254545,0.405797,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.004792809486389216,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (128, 38)-(153, 66), with area 576. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/000.png,datasets/MVTecAD/grid/test/broken/000.png,broken,thread,thread|metal_contamination,False,False,deformation,regular texture surface,grid-like patterned surface,"(140, 43)-(165, 65)","mean=0.8947, max=1.0000",0.284138,0.442535,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.004032492637634277,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (140, 43)-(165, 65), with area 486. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/001.png,datasets/MVTecAD/grid/test/broken/001.png,broken,thread,thread|metal_contamination,False,False,deformation,regular texture surface,grid-like patterned surface,"(77, 49)-(107, 74)","mean=0.8960, max=1.0000",0.252921,0.40373,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.0014045834541321356,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (77, 49)-(107, 74), with area 628. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/002.png,datasets/MVTecAD/grid/test/broken/002.png,broken,metal_contamination,metal_contamination|thread,False,False,contamination,regular texture surface,grid-like patterned surface,"(73, 115)-(97, 142)","mean=0.8911, max=1.0000",0.159213,0.274691,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","molding, surface forming, pattern alignment, visual inspection","dust, oil, residue, insufficient cleaning","broken grid structure, foreign material, local pattern interruption",0.0005620121955872137,"The image is predicted as defect type `metal_contamination` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (73, 115)-(97, 142), with area 559. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/003.png,datasets/MVTecAD/grid/test/broken/003.png,broken,thread,thread|metal_contamination,False,False,deformation,regular texture surface,grid-like patterned surface,"(32, 80)-(59, 111)","mean=0.8950, max=1.0000",0.235745,0.381543,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.0020754933357239325,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (32, 80)-(59, 111), with area 715. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/004.png,datasets/MVTecAD/grid/test/broken/004.png,broken,metal_contamination,metal_contamination|bent,False,False,contamination,regular texture surface,grid-like patterned surface,"(94, 136)-(117, 162)","mean=0.8928, max=1.0000",0.183333,0.309859,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","molding, surface forming, pattern alignment, visual inspection","dust, oil, residue, insufficient cleaning","broken grid structure, foreign material, local pattern interruption",0.0032353103160858154,"The image is predicted as defect type `metal_contamination` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (94, 136)-(117, 162), with area 493. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/005.png,datasets/MVTecAD/grid/test/broken/005.png,broken,thread,thread|metal_contamination,False,False,deformation,regular texture surface,grid-like patterned surface,"(85, 188)-(107, 213)","mean=0.8937, max=1.0000",0.197817,0.330296,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.008828938007354736,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (85, 188)-(107, 213), with area 473. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/006.png,datasets/MVTecAD/grid/test/broken/006.png,broken,metal_contamination,metal_contamination|thread,False,False,contamination,regular texture surface,grid-like patterned surface,"(56, 72)-(82, 96)","mean=0.8937, max=1.0000",0.148489,0.258581,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","molding, surface forming, pattern alignment, visual inspection","dust, oil, residue, insufficient cleaning","broken grid structure, foreign material, local pattern interruption",0.004357665777206421,"The image is predicted as defect type `metal_contamination` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (56, 72)-(82, 96), with area 530. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/007.png,datasets/MVTecAD/grid/test/broken/007.png,broken,metal_contamination,metal_contamination|thread,False,False,contamination,regular texture surface,grid-like patterned surface,"(171, 125)-(194, 146)","mean=0.8962, max=1.0000",0.13928,0.244505,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","molding, surface forming, pattern alignment, visual inspection","dust, oil, residue, insufficient cleaning","broken grid structure, foreign material, local pattern interruption",0.002624422311782837,"The image is predicted as defect type `metal_contamination` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (171, 125)-(194, 146), with area 430. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/008.png,datasets/MVTecAD/grid/test/broken/008.png,broken,thread,thread|metal_contamination,False,False,deformation,regular texture surface,grid-like patterned surface,"(82, 145)-(105, 169)","mean=0.8941, max=1.0000",0.15,0.26087,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.003084301948547419,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (82, 145)-(105, 169), with area 478. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/009.png,datasets/MVTecAD/grid/test/broken/009.png,broken,thread,thread|metal_contamination,False,False,deformation,regular texture surface,grid-like patterned surface,"(73, 72)-(97, 97)","mean=0.8936, max=1.0000",0.16303,0.280353,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.0008631050586699884,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (73, 72)-(97, 97), with area 516. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/010.png,datasets/MVTecAD/grid/test/broken/010.png,broken,metal_contamination,metal_contamination|bent,False,False,contamination,regular texture surface,grid-like patterned surface,"(82, 113)-(106, 136)","mean=0.8933, max=1.0000",0.112772,0.202686,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","molding, surface forming, pattern alignment, visual inspection","dust, oil, residue, insufficient cleaning","broken grid structure, foreign material, local pattern interruption",0.007012695074081365,"The image is predicted as defect type `metal_contamination` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (82, 113)-(106, 136), with area 504. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/broken/011.png,datasets/MVTecAD/grid/test/broken/011.png,broken,thread,thread|bent,False,False,deformation,regular texture surface,grid-like patterned surface,"(58, 82)-(79, 103)","mean=0.8920, max=1.0000",0.120141,0.214511,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.0006802082061767023,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (58, 82)-(79, 103), with area 379. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/glue/000.png,datasets/MVTecAD/grid/test/glue/000.png,glue,metal_contamination,metal_contamination|thread,False,False,contamination,regular texture surface,grid-like patterned surface,"(161, 0)-(185, 25)","mean=0.8928, max=1.0000",0.228188,0.371585,"foreign material, residue, or unexpected blob-like region","foreign material, local stain, unexpected blob, color inconsistency","molding, surface forming, pattern alignment, visual inspection","dust, oil, residue, insufficient cleaning","broken grid structure, foreign material, local pattern interruption",0.0004692971706389826,"The image is predicted as defect type `metal_contamination` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes foreign material, residue, or unexpected blob-like region; related attributes are foreign material, local stain, unexpected blob, color inconsistency. According to the anomaly localization result, the top PatchCore candidate region is located at (161, 0)-(185, 25), with area 516. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include dust, oil, residue, insufficient cleaning. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/glue/001.png,datasets/MVTecAD/grid/test/glue/001.png,glue,thread,thread|metal_contamination,False,False,deformation,regular texture surface,grid-like patterned surface,"(101, 25)-(124, 50)","mean=0.8911, max=1.0000",0.614035,0.76087,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.00070831179618841,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (101, 25)-(124, 50), with area 512. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
MVTecAD,grid,datasets/MVTecAD/grid/test/glue/002.png,datasets/MVTecAD/grid/test/glue/002.png,glue,thread,thread|metal_contamination,False,False,deformation,regular texture surface,grid-like patterned surface,"(68, 39)-(88, 63)","mean=0.8947, max=1.0000",0.61674,0.762943,"local shape distortion, bent structure, or abnormal thread-like geometry","bent part, shape distortion, misalignment, structural change","molding, surface forming, pattern alignment, visual inspection","assembly error, mechanical stress, pressing defect, handling damage","broken grid structure, foreign material, local pattern interruption",0.0008561611175537109,"The image is predicted as defect type `thread` on category `grid`. The product is described as a regular texture surface with grid-like patterned surface. Visual evidence for this prediction includes local shape distortion, bent structure, or abnormal thread-like geometry; related attributes are bent part, shape distortion, misalignment, structural change. According to the anomaly localization result, the top PatchCore candidate region is located at (68, 39)-(88, 63), with area 393. Relevant manufacturing or inspection stages include molding, surface forming, pattern alignment, visual inspection. Possible causes include assembly error, mechanical stress, pressing defect, handling damage. The inspection focus for this category includes broken grid structure, foreign material, local pattern interruption."
