dataset,category,batch_idx,item_idx,candidate_rank,image_path,mask_path,gt_label,pred_label,pred_score,image_width,image_height,anomaly_map_height,anomaly_map_width,map_x1,map_y1,map_x2,map_y2,map_area,candidate_score_max,candidate_score_mean,candidate_score_sum,bbox_x1,bbox_y1,bbox_x2,bbox_y2,context_1p50_x1,context_1p50_y1,context_1p50_x2,context_1p50_y2,tight_crop_path,context_1p50_crop_path,tight_gt_mask_pixels,tight_candidate_mask_pixels,tight_candidate_covers_gt_ratio,tight_candidate_mask_density,context_gt_mask_pixels,context_candidate_mask_pixels,context_candidate_covers_gt_ratio,context_candidate_mask_density,gt_binary,patchcore_score,clip_backend,tight_normal_score,tight_anomaly_score,tight_vlm_margin,context_normal_score,context_anomaly_score,context_vlm_margin
MVTec AD 2,sheet_metal,0,5,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000189_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000189_001_shift_2.png,True,True,0.8737521171569824,4224,1056,256,256,203,215,233,243,638,1.0,0.9046049118041992,577.137939453125,3349,886,3845,1003,2605,710,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000189_001_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000189_001_shift_2_cand00_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,0.0,0.0,0.0,1,0.8737521171569824,open_clip:ViT-B-32/openai,0.25070735812187195,0.2662512958049774,0.015543937683105469,0.236952006816864,0.24833297729492188,0.011380970478057861
MVTec AD 2,sheet_metal,0,5,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000189_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000189_001_shift_2.png,True,True,0.8737521171569824,4224,1056,256,256,60,17,91,42,502,0.8950024247169495,0.8578106760978699,430.6209716796875,990,70,1502,174,222,0,2270,330,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000189_001_shift_2_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000189_001_shift_2_cand01_context_1.50.png,19294.0,1499.0,0.0776925469057738,0.0281512920673076,19294.0,5117.0,0.2652119829998963,0.007571318655303,1,0.8737521171569824,open_clip:ViT-B-32/openai,0.24691832065582275,0.2626393139362335,0.015720993280410767,0.2451051026582718,0.2596515417098999,0.014546439051628113
MVTec AD 2,sheet_metal,0,5,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000189_001_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000189_001_shift_2.png,True,True,0.8737521171569824,4224,1056,256,256,34,224,48,239,171,0.8803038001060486,0.8488216400146484,145.14849853515625,561,924,792,986,215,831,1138,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000189_001_shift_2_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000189_001_shift_2_cand02_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,3556.0,0.184306001865865,0.017122908390514,1,0.8737521171569824,open_clip:ViT-B-32/openai,0.264084130525589,0.2785165011882782,0.014432370662689209,0.24362756311893463,0.25849610567092896,0.014868542551994324
MVTec AD 2,sheet_metal,0,6,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000191_001_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000191_001_underexposed.png,True,True,0.5921244025230408,4224,1056,256,256,204,205,235,242,829,1.0,0.902712345123291,748.3485107421875,3366,845,3878,999,2598,614,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000191_001_underexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000191_001_underexposed_cand00_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,0.0,0.0,0.0,1,0.5921244025230408,open_clip:ViT-B-32/openai,0.24116197228431702,0.2550412118434906,0.013879239559173584,0.24359160661697388,0.2524694800376892,0.008877873420715332
MVTec AD 2,sheet_metal,0,6,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000191_001_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000191_001_underexposed.png,True,True,0.5921244025230408,4224,1056,256,256,224,106,241,123,200,0.8724985718727112,0.8273400664329529,165.468017578125,3696,437,3977,508,3274,331,4224,614,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000191_001_underexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000191_001_underexposed_cand01_context_1.50.png,19294.0,2142.0,0.1110189696278635,0.1073630394466442,19294.0,2894.0,0.1499948170415673,0.0107643667472568,1,0.5921244025230408,open_clip:ViT-B-32/openai,0.2550031840801239,0.2722684442996979,0.017265260219573975,0.2461022436618805,0.2607024312019348,0.014600187540054321
MVTec AD 2,sheet_metal,0,6,2,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000191_001_underexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000191_001_underexposed.png,True,True,0.5921244025230408,4224,1056,256,256,36,225,50,240,161,0.8538690209388733,0.8225822448730469,132.4357452392578,594,928,825,990,248,835,1171,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000191_001_underexposed_cand02_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000191_001_underexposed_cand02_context_1.50.png,19294.0,0.0,0.0,0.0,19294.0,3528.0,0.1828547735047165,0.0172955589436374,1,0.5921244025230408,open_clip:ViT-B-32/openai,0.25457099080085754,0.27172940969467163,0.017158418893814087,0.24257323145866394,0.2552873194217682,0.012714087963104248
MVTec AD 2,sheet_metal,0,7,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000193_002_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000193_002_regular.png,True,True,0.5793967247009277,4224,1056,256,256,203,191,234,245,1219,1.0,0.9268587827682496,1129.8408203125,3349,787,3861,1011,2581,451,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000193_002_regular_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000193_002_regular_cand00_context_1.50.png,12550.0,0.0,0.0,0.0,12550.0,4720.0,0.3760956175298804,0.0047484192894473,1,0.5793967247009277,open_clip:ViT-B-32/openai,0.24627138674259186,0.26136884093284607,0.015097454190254211,0.2521778643131256,0.26202812790870667,0.009850263595581055
MVTec AD 2,sheet_metal,0,7,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000193_002_regular.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000193_002_regular.png,True,True,0.5793967247009277,4224,1056,256,256,33,231,43,243,92,0.8786316514015198,0.8499835729598999,78.198486328125,544,952,710,1003,295,876,959,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000193_002_regular_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000193_002_regular_cand01_context_1.50.png,12550.0,0.0,0.0,0.0,12550.0,0.0,0.0,0.0,1,0.5793967247009277,open_clip:ViT-B-32/openai,0.24459752440452576,0.25873634219169617,0.01413881778717041,0.25477784872055054,0.2742169499397278,0.019439101219177246
MVTec AD 2,sheet_metal,1,0,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000194_002_shift_1.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000194_002_shift_1.png,True,True,0.8394360542297363,4224,1056,256,256,197,199,237,245,1311,1.0,0.8596252799034119,1126.96875,3250,820,3911,1011,2258,534,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000194_002_shift_1_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000194_002_shift_1_cand00_context_1.50.png,12550.0,0.0,0.0,0.0,12550.0,4264.0,0.3397609561752988,0.0041549249112303,1,0.8394360542297363,open_clip:ViT-B-32/openai,0.24868907034397125,0.2690258026123047,0.020336732268333435,0.24461756646633148,0.25093650817871094,0.006318941712379456
MVTec AD 2,sheet_metal,1,1,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000195_002_shift_2.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000195_002_shift_2.png,True,True,0.8516057729721069,4224,1056,256,256,201,197,238,246,1311,1.0,0.8543062210083008,1119.9954833984375,3316,812,3927,1015,2400,508,4224,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000195_002_shift_2_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000195_002_shift_2_cand00_context_1.50.png,12550.0,0.0,0.0,0.0,12550.0,4720.0,0.3760956175298804,0.0047221155077474,1,0.8516057729721069,open_clip:ViT-B-32/openai,0.2464720606803894,0.2653430104255676,0.018870949745178223,0.24914485216140747,0.25706619024276733,0.007921338081359863
MVTec AD 2,sheet_metal,1,2,0,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000198_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000198_003_overexposed.png,True,False,0.4880484938621521,4224,1056,256,256,126,222,171,243,573,1.0,0.9276793003082277,531.5602416992188,2079,915,2822,1003,965,783,3936,1056,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000198_003_overexposed_cand00_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000198_003_overexposed_cand00_context_1.50.png,7264.0,0.0,0.0,0.0,7264.0,2510.0,0.3455396475770925,0.0030946278001141,1,0.4880484938621521,open_clip:ViT-B-32/openai,0.2398727834224701,0.25901442766189575,0.01914164423942566,0.2393142729997635,0.2540075182914734,0.0146932452917099
MVTec AD 2,sheet_metal,1,2,1,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/test/bad/000198_003_overexposed.png,/root/private_data/iad-vlm-anomaly/datasets/MVTec_AD_2_anomalib_all/sheet_metal_folder/ground_truth/bad/000198_003_overexposed.png,True,False,0.4880484938621521,4224,1056,256,256,77,129,111,177,647,0.9544371366500854,0.899152934551239,581.751953125,1270,532,1832,731,427,234,2675,1029,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/tight/000198_003_overexposed_cand01_tight.png,results/stage11_mvtecad2_multicategory/stage11_c_candidate_crops/sheet_metal/context_1.50/000198_003_overexposed_cand01_context_1.50.png,7264.0,1027.0,0.1413821585903083,0.0091829253026699,7264.0,3210.0,0.4419052863436123,0.0017961458403276,1,0.4880484938621521,open_clip:ViT-B-32/openai,0.2575426995754242,0.27626127004623413,0.018718570470809937,0.25352606177330017,0.26704147458076477,0.0135154128074646
